Sample Number;X;Y;NI
1039;733779.00;1237680.00;15.00
1040;733779.00;1237650.00;20.00
1041;733788.00;1237530.00;20.00
1042;733817.00;1237400.00;70.00
1043;734016.00;1237270.00;20.00
1044;733996.00;1237250.00;70.00
1045;733816.00;1237210.00;30.00
1046;733976.00;1237190.00;30.00
1047;735901.00;1237850.00;20.00
1048;735961.00;1237840.00;7.00
1049;735992.00;1237850.00;7.00
1050;735971.00;1237840.00;20.00
1051;736141.00;1237730.00;7.00
1052;736141.00;1237710.00;20.00
1053;736270.00;1237630.00;20.00
1054;736270.00;1237630.00;20.00
1055;736270.00;1237640.00;20.00
1056;734273.00;1238300.00;5.00
1057;734452.00;1238100.00;10.00
1058;734427.00;1238900.00;10.00
1059;734413.00;1238300.00;15.00
1060;734553.00;1238240.00;15.00
1061;734543.00;1238230.00;5.00
1062;735311.00;1239500.00;3.00
1063;735260.00;1239400.00;10.00
1064;735361.00;1239400.00;7.00
1065;735359.00;1239120.00;10.00
1066;735359.00;1239140.00;7.00
1067;735218.00;1238990.00;5.00
1068;735208.00;1238990.00;7.00
1069;735148.00;1238990.00;3.00
1070;735147.00;1238920.00;15.00
1071;735118.00;1238950.00;10.00
1072;736218.00;1237280.00;15.00
1073;735207.00;1237280.00;7.00
1074;734927.00;1237220.00;5.00
1075;734927.00;1237240.00;50.00
1076;734817.00;1237200.00;50.00
1077;734827.00;1237190.00;50.00
1078;737055.00;1238240.00;30.00
1079;736334.00;1238160.00;20.00
1080;736434.00;1238120.00;30.00
1081;736424.00;1238120.00;20.00
1082;733786.00;1237230.00;50.00
1083;733855.00;1237100.00;50.00
1084;733975.00;1237040.00;15.00
1085;770358.00;1235250.00;50.00
1086;770658.00;1235250.00;70.00
1087;769957.00;1235250.00;70.00
1088;769957.00;1235100.00;70.00
1089;769556.00;1235000.00;70.00
1090;769256.00;1235000.00;70.00
1091;766283.00;1239700.00;70.00
1092;736557.00;1238650.00;70.00
1093;766476.00;1238600.00;70.00
1094;766566.00;1236900.00;70.00
1095;766465.00;1236850.00;70.00
1096;766313.00;1236500.00;70.00
1097;766363.00;1236450.00;50.00
1098;760927.00;1239300.00;70.00
1099;760828.00;1239350.00;70.00
1100;761168.00;1237700.00;70.00
1101;761163.00;1236950.00;70.00
1102;760311.00;1220200.00;100.00
1103;760361.00;1220250.00;100.00
1104;760712.00;1220400.00;100.00
1105;760812.00;1220400.00;70.00
1106;766378.00;1222550.00;100.00
1107;766179.00;1222650.00;100.00
1108;731696.00;1212700.00;30.00
1109;731704.00;1214100.00;150.00
1110;730804.00;1214250.00;50.00
1111;730705.00;1214400.00;70.00
1112;732234.00;1235470.00;20.00
1113;731592.00;1235200.00;5.00
1114;730829.00;1234930.00;20.00
1116;730016.00;1234460.00;10.00
1117;730659.00;1234950.00;20.00
1118;730510.00;1235030.00;20.00
1119;730232.00;1235400.00;20.00
1120;730079.00;1235040.00;30.00
1121;777645.00;1216100.00;30.00
1122;777695.00;1216100.00;50.00
1123;777747.00;1216450.00;50.00
1124;777800.00;1216950.00;30.00
1125;777703.00;1217400.00;30.00
1126;778848.00;1216450.00;20.00
1127;778550.00;1216800.00;30.00
1128;778251.00;1217100.00;20.00
1129;778003.00;1217350.00;30.00
1130;777803.00;1217450.00;30.00
1131;777654.00;1217500.00;30.00
1132;777554.00;1217500.00;50.00
1133;777308.00;1218200.00;30.00
1134;777409.00;1218500.00;30.00
1135;777410.00;1218550.00;30.00
1136;777114.00;1219250.00;20.00
1137;777065.00;1219400.00;20.00
1138;777017.00;1219800.00;20.00
1139;777222.00;1220600.00;20.00
1140;777372.00;1220600.00;30.00
1141;774416.00;1219800.00;30.00
1142;774866.00;1219800.00;30.00
1143;773116.00;1219850.00;20.00
1144;773115.00;1219700.00;20.00
1145;775469.00;1220200.00;20.00
1146;775820.00;1220400.00;30.00
1147;776820.00;1220250.00;30.00
1148;776369.00;1220250.00;30.00
1149;776471.00;1220550.00;20.00
1150;777443.00;1224050.00;20.00
1151;777389.00;1223400.00;20.00
1152;777185.00;1222750.00;20.00
1153;776984.00;1222550.00;20.00
1154;777033.00;1222500.00;20.00
1155;777281.00;1222150.00;30.00
1156;777278.00;1221600.00;30.00
1157;777374.00;1220850.00;30.00
1158;778634.00;1222550.00;30.00
1159;778634.00;1222550.00;20.00
1160;778336.00;1222850.00;20.00
1161;778036.00;1222900.00;30.00
1162;777690.00;1223500.00;30.00
1163;779965.00;1219300.00;20.00
1164;780016.00;1219400.00;20.00
1165;781116.00;1219300.00;30.00
1166;781415.00;1219200.00;30.00
1167;780630.00;1221650.00;50.00
1168;780931.00;1221750.00;30.00
1169;781532.00;1222000.00;30.00
1170;784485.00;1222200.00;30.00
1171;784435.00;1222250.00;50.00
1172;783936.00;1222500.00;30.00
1173;783287.00;1222600.00;50.00
1174;782535.00;1222450.00;30.00
1175;784673.00;1228550.00;20.00
1176;784723.00;1228550.00;20.00
1177;785027.00;1229150.00;30.00
1178;785077.00;1229200.00;30.00
1179;785180.00;1229700.00;30.00
1180;785282.00;1229950.00;30.00
1181;785232.00;1230000.00;30.00
1182;785485.00;1230500.00;30.00
1183;786476.00;1228850.00;50.00
1184;786227.00;1229100.00;50.00
1185;785779.00;1229500.00;20.00
1186;784732.00;1230000.00;30.00
1187;784631.00;1229900.00;30.00
1188;784382.00;1229950.00;15.00
1189;785332.00;1229950.00;15.00
1190;785638.00;1231000.00;30.00
1191;785792.00;1231600.00;30.00
1192;785948.00;1232500.00;30.00
1193;727568.00;1233850.00;5.00
1194;727550.00;1233865.00;5.00
1195;727330.00;1233910.00;5.00
1196;727330.00;1233890.00;5.00
1198;727089.00;1233750.00;5.00
1199;727008.00;1233650.00;5.00
1200;726643.00;1234460.00;5.00
1201;726583.00;1234490.00;5.00
1202;726483.00;1234430.00;5.00
1203;726492.00;1234340.00;5.00
1204;726381.00;1234250.00;5.00
1205;726418.00;1235240.00;5.00
1206;726341.00;1234200.00;5.00
1207;726301.00;1234190.00;15.00
1208;726281.00;1234180.00;5.00
1209;726019.00;1233940.00;5.00
1210;726019.00;1233870.00;5.00
1211;725984.00;1233910.00;7.00
1212;725858.00;1233780.00;5.00
1213;725838.00;1233780.00;5.00
1214;725940.00;1233790.00;7.00
1215;725668.00;1233760.00;5.00
1216;725608.00;1233770.00;7.00
1217;725618.00;1233770.00;5.00
1218;725458.00;1233830.00;5.00
1219;725458.00;1233840.00;5.00
1220;724837.00;1233700.00;5.00
1221;724797.00;1233700.00;10.00
1222;725353.00;1234590.00;5.00
1223;725322.00;1234570.00;15.00
1224;725302.00;1234440.00;20.00
1225;725322.00;1234410.00;20.00
1226;725331.00;1234320.00;5.00
1227;725351.00;1234320.00;10.00
1229;726915.00;1236430.00;5.00
1230;726926.00;1236490.00;5.00
1231;727106.00;1236540.00;5.00
1232;727101.00;1236515.00;5.00
1233;726736.00;1231620.00;5.00
1234;726731.00;1231600.00;7.00
1235;726715.00;1231550.00;7.00
1236;726323.00;1231300.00;7.00
1237;726343.00;1231260.00;5.00
1238;725643.00;1231280.00;5.00
1239;726223.00;1231290.00;5.00
1240;726233.00;1231310.00;5.00
1241;726144.00;1231490.00;5.00
1242;726154.00;1231500.00;5.00
1243;726135.00;1231530.00;5.00
1244;726115.00;1231530.00;5.00
1245;725933.00;1231360.00;5.00
1246;725916.00;1231760.00;5.00
1247;725846.00;1231780.00;7.00
1248;725767.00;1231930.00;5.00
1249;725772.00;1231950.00;5.00
1250;725627.00;1232010.00;5.00
1251;725637.00;1232020.00;5.00
1252;725218.00;1231440.00;5.00
1253;725812.00;1231220.00;70.00
1254;725732.00;1231100.00;100.00
1255;725752.00;1231110.00;70.00
1257;725781.00;1230960.00;70.00
1258;725767.00;1231940.00;100.00
1259;725737.00;1231940.00;300.00
1263;726467.00;1231870.00;5.00
1268;726161.00;1232550.00;5.00
1269;726111.00;1232520.00;5.00
1270;725930.00;1232510.00;5.00
1271;725821.00;1232630.00;5.00
1272;725723.00;1231370.00;7.00
1273;725733.00;1231370.00;5.00
1275;725744.00;1231460.00;7.00
1276;725544.00;1231580.00;7.00
1277;725494.00;1231590.00;5.00
1278;725505.00;1231610.00;7.00
1279;725425.00;1231750.00;7.00
1280;725406.00;1231800.00;5.00
1281;725395.00;1231780.00;7.00
1282;725216.00;1231810.00;7.00
1283;725564.00;1231430.00;10.00
1284;725373.00;1231430.00;20.00
1285;725233.00;1231470.00;20.00
1286;725113.00;1231470.00;7.00
1287;725492.00;1231210.00;5.00
1288;725462.00;1231210.00;5.00
1294;725171.00;1231040.00;7.00
1296;726918.00;1230260.00;10.00
1297;726808.00;1230310.00;15.00
1298;726738.00;1230320.00;15.00
1299;726608.00;1230310.00;20.00
1300;726597.00;1230290.00;10.00
1301;726466.00;1230100.00;5.00
1302;726445.00;1229920.00;5.00
1303;726504.00;1229730.00;7.00
1304;726563.00;1229530.00;10.00
1309;726240.00;1230720.00;7.00
1310;726230.00;1230750.00;10.00
1311;726150.00;1230780.00;10.00
1312;726140.00;1230770.00;15.00
1313;725779.00;1230630.00;5.00
1314;725779.00;1230660.00;15.00
1315;725739.00;1230670.00;15.00
1316;725568.00;1230460.00;10.00
1317;725548.00;1230470.00;10.00
1318;725488.00;1230460.00;5.00
1319;725498.00;1230470.00;7.00
1320;725498.00;1230480.00;7.00
1321;725198.00;1230500.00;7.00
1322;725197.00;1230480.00;10.00
1323;724728.00;1230570.00;15.00
1325;726741.00;1230790.00;30.00
1326;727038.00;1230310.00;7.00
1327;727058.00;1230300.00;10.00
1328;727217.00;1230140.00;7.00
1329;727232.00;1230170.00;10.00
1330;727498.00;1230180.00;15.00
1331;727507.00;1230110.00;7.00
1332;727607.00;1230100.00;7.00
1333;727578.00;1230240.00;7.00
1334;727598.00;1230230.00;10.00
1335;727330.00;1237110.00;5.00
1336;727360.00;1237110.00;5.00
1337;727701.00;1237230.00;7.00
1338;727711.00;1237220.00;5.00
1339;725800.00;1234070.00;5.00
1340;725530.00;1234200.00;5.00
1345;727473.00;1236030.00;5.00
1346;727473.00;1236030.00;5.00
1348;727312.00;1235820.00;5.00
1350;726821.00;1235760.00;5.00
1351;726881.00;1235750.00;5.00
1356;726524.00;1234650.00;5.00
1357;726185.00;1234840.00;5.00
1358;726025.00;1234840.00;5.00
1359;726025.00;1234820.00;5.00
1360;725954.00;1234780.00;5.00
1361;725854.00;1234660.00;5.00
1362;725863.00;1234650.00;5.00
1363;725712.00;1234410.00;5.00
1364;728095.00;1236250.00;5.00
1365;728045.00;1236290.00;5.00
1366;728036.00;1236330.00;5.00
1367;727986.00;1236420.00;5.00
1368;727185.00;1236300.00;5.00
1370;727233.00;1236070.00;5.00
1371;728090.00;1237100.00;5.00
1372;728090.00;1237070.00;7.00
1373;728010.00;1237070.00;7.00
1374;728010.00;1237100.00;10.00
1375;727860.00;1237120.00;5.00
1376;727762.00;1234100.00;5.00
1399;727702.00;1234230.00;5.00
1402;726862.00;1234310.00;5.00
1406;726915.00;1234800.00;5.00
1410;726978.00;1235250.00;5.00
1411;727069.00;1235410.00;5.00
1412;727089.00;1235420.00;7.00
1413;726476.00;1233290.00;5.00
1414;726346.00;1233300.00;5.00
1415;726265.00;1233280.00;10.00
1416;726175.00;1233240.00;5.00
1417;726165.00;1233210.00;7.00
1418;725994.00;1233110.00;5.00
1419;726103.00;1232970.00;5.00
1422;726400.00;1235660.00;10.00
1423;729028.00;1236520.00;3.00
1425;729386.00;1236140.00;3.00
1426;729345.00;1236040.00;3.00
1429;729867.00;1235490.00;3.00
1432;728467.00;1231530.00;3.00
1433;728667.00;1231570.00;5.00
1434;728667.00;1231590.00;3.00
1436;728929.00;1231900.00;5.00
1438;729039.00;1231830.00;5.00
1439;729029.00;1231860.00;5.00
1440;729209.00;1231870.00;10.00
1441;729219.00;1231850.00;5.00
1442;729438.00;1231570.00;3.00
1443;729458.00;1231580.00;3.00
1444;729607.00;1231420.00;3.00
1445;729607.00;1231410.00;3.00
1446;729827.00;1231370.00;3.00
1447;728526.00;1231350.00;7.00
1448;728585.00;1231270.00;5.00
1449;728383.00;1231030.00;3.00
1450;728519.00;1230330.00;3.00
1459;728512.00;1237220.00;7.00
1460;728492.00;1237220.00;7.00
1461;728403.00;1237450.00;10.00
1462;728443.00;1237450.00;7.00
1463;728305.00;1237750.00;15.00
1464;728324.00;1237730.00;7.00
1465;728601.00;1237160.00;7.00
1466;728591.00;1237150.00;5.00
1467;728883.00;1237460.00;5.00
1468;728863.00;1237470.00;5.00
1469;728784.00;1237600.00;7.00
1470;728794.00;1237600.00;7.00
1471;728814.00;1237630.00;7.00
1472;728794.00;1237630.00;7.00
1473;728774.00;1237640.00;7.00
1474;728675.00;1237710.00;7.00
1475;728660.00;1237700.00;7.00
1482;729844.00;1239100.00;7.00
1483;729855.00;1239260.00;7.00
1484;729845.00;1239260.00;7.00
1485;729856.00;1239410.00;7.00
1486;729866.00;1239400.00;7.00
1487;728210.00;1232120.00;3.00
1488;728303.00;1231810.00;5.00
1493;729686.00;1236130.00;3.00
1494;729696.00;1236120.00;3.00
1495;729454.00;1235900.00;3.00
1496;729428.00;1233310.00;5.00
1497;728947.00;1233100.00;5.00
1498;728783.00;1233300.00;5.00
1499;728638.00;1233350.00;5.00
1500;728508.00;1233440.00;5.00
1501;728529.00;1233470.00;10.00
1502;728549.00;1233560.00;5.00
1503;728560.00;1233660.00;5.00
1504;728520.00;1233780.00;5.00
1505;728421.00;1233940.00;5.00
1506;728333.00;1234150.00;5.00
1510;728670.00;1236920.00;50.00
1511;729487.00;1237920.00;10.00
1512;729437.00;1237935.00;5.00
1513;729417.00;1237970.00;15.00
1514;729338.00;1238105.00;5.00
1515;729338.00;1238140.00;10.00
1516;729190.00;1238570.00;15.00
1517;729302.00;1238750.00;20.00
1518;729252.00;1238740.00;10.00
1519;728639.00;1231920.00;3.00
1520;728619.00;1231940.00;5.00
1521;728491.00;1232290.00;3.00
1522;728511.00;1232320.00;5.00
1523;728664.00;1232750.00;5.00
1526;729174.00;1232680.00;3.00
1527;729214.00;1232570.00;10.00
1529;728742.00;1232340.00;5.00
1532;729032.00;1232340.00;3.00
1533;729032.00;1232320.00;3.00
1534;729092.00;1232260.00;3.00
1536;728730.00;1232000.00;10.00
1538;728829.00;1231950.00;50.00
1539;728830.00;1231980.00;3.00
1540;729051.00;1232130.00;3.00
1541;729071.00;1232135.00;3.00
1542;729948.00;1233240.00;50.00
1544;729775.00;1234390.00;7.00
1545;729725.00;1234390.00;5.00
1546;729595.00;1234450.00;7.00
1547;729555.00;1234450.00;5.00
1548;729456.00;1234540.00;5.00
1555;729465.00;1234370.00;5.00
1557;729929.00;1235050.00;20.00
1558;729929.00;1235060.00;30.00
1559;729890.00;1235110.00;20.00
1560;729890.00;1235130.00;20.00
1561;729860.00;1235190.00;30.00
1564;728331.00;1237110.00;3.00
1565;728301.00;1237120.00;3.00
1566;728301.00;1237150.00;7.00
1567;728417.00;1236450.00;3.00
1568;728397.00;1236450.00;3.00
1570;728371.00;1236390.00;3.00
1572;728321.00;1236300.00;3.00
1573;728325.00;1236140.00;3.00
1576;799524.00;1244100.00;100.00
1577;801404.00;1244100.00;100.00
1578;801998.00;1243150.00;100.00
1579;801463.00;1242400.00;70.00
1580;800895.00;1247450.00;100.00
1581;800885.00;1247500.00;70.00
1582;801485.00;1244250.00;100.00
1583;802343.00;1247100.00;30.00
1584;799271.00;1248500.00;30.00
1585;796349.00;1248300.00;50.00
1586;794379.00;1250050.00;30.00
1587;794509.00;1249950.00;30.00
1588;794268.00;1251500.00;50.00
1589;794589.00;1251600.00;30.00
1590;795640.00;1251750.00;30.00
1591;793953.00;1252300.00;30.00
1592;793893.00;1252250.00;20.00
1593;792942.00;1253750.00;20.00
1594;793019.00;1253300.00;20.00
1595;792877.00;1253050.00;20.00
1596;793223.00;1252400.00;20.00
1597;792006.00;1254500.00;15.00
1598;792186.00;1254500.00;15.00
1599;794021.00;1253500.00;20.00
1600;794131.00;1253500.00;10.00
1601;797317.00;1265450.00;30.00
1602;796591.00;1264500.00;10.00
1603;796598.00;1264100.00;20.00
1604;797510.00;1265900.00;15.00
1605;797513.00;1266300.00;30.00
1606;797410.00;1264250.00;20.00
1607;798116.00;1266750.00;20.00
1608;797927.00;1266900.00;20.00
1609;796660.00;1240400.00;50.00
1610;797302.00;1240700.00;50.00
1611;792449.00;1240500.00;150.00
1612;797014.00;1242600.00;50.00
1613;796913.00;1242600.00;100.00
1614;797224.00;1244250.00;150.00
1615;797164.00;1244250.00;70.00
1616;796652.00;1245650.00;50.00
1617;796383.00;1245800.00;30.00
1618;796462.00;1245650.00;50.00
1619;798122.00;1251900.00;50.00
1620;796119.00;1251500.00;30.00
1621;796070.00;1251650.00;30.00
1622;798222.00;1251900.00;50.00
1623;797632.00;1253480.00;30.00
1624;797732.00;1253550.00;70.00
1625;796498.00;1256100.00;100.00
1626;796529.00;1256300.00;5.00
1627;797453.00;1256900.00;70.00
1628;796757.00;1257600.00;20.00
1629;797911.00;1258100.00;100.00
1630;796815.00;1258800.00;100.00
1631;796765.00;1258850.00;50.00
1632;795163.00;1258500.00;30.00
1633;794981.00;1259900.00;50.00
1634;794322.00;1260000.00;70.00
1635;795172.00;1259980.00;30.00
1636;797229.00;1260950.00;70.00
1637;797230.00;1261100.00;50.00
1638;794350.00;1264400.00;100.00
1639;794303.00;1264850.00;50.00
1640;794605.00;1265150.00;150.00
1641;793765.00;1266750.00;50.00
1642;793686.00;1267050.00;50.00
1643;795771.00;1267700.00;50.00
1644;796833.00;1268000.00;50.00
1645;797323.00;1267850.00;50.00
1646;797372.00;1267700.00;30.00
1647;790497.00;1259400.00;30.00
1648;790496.00;1259300.00;30.00
1649;790938.00;1259600.00;50.00
1650;790917.00;1259350.00;20.00
1651;790968.00;1259600.00;10.00
1652;795580.00;1240550.00;100.00
1653;795540.00;1240450.00;50.00
1654;794281.00;1240650.00;50.00
1655;794100.00;1240600.00;30.00
1656;794122.00;1240850.00;30.00
1657;794274.00;1241200.00;50.00
1658;794325.00;1241350.00;70.00
1659;799808.00;1241650.00;50.00
1660;798657.00;1241500.00;200.00
1661;798568.00;1241600.00;50.00
1662;793175.00;1268450.00;30.00
1663;792104.00;1269850.00;50.00
1664;792263.00;1266550.00;30.00
1665;792290.00;1266150.00;30.00
1666;791336.00;1265500.00;30.00
1667;791355.00;1265350.00;30.00
1668;798323.00;1269500.00;50.00
1669;801702.00;1269150.00;50.00
1670;796498.00;1268750.00;70.00
1671;796398.00;1268700.00;30.00
1672;795428.00;1268800.00;30.00
1673;797372.00;1267700.00;30.00
1674;795201.00;1269300.00;50.00
1675;794721.00;1269200.00;50.00
1676;793282.00;1269550.00;50.00
1677;793161.00;1269400.00;30.00
1678;793107.00;1241700.00;50.00
1679;791357.00;1241870.00;20.00
1680;791001.00;1240950.00;30.00
1681;793403.00;1241060.00;20.00
1682;793309.00;1241970.00;20.00
1683;792910.00;1242300.00;50.00
1684;792266.00;1243260.00;30.00
1685;792396.00;1243200.00;50.00
1686;791070.00;1244000.00;50.00
1687;790374.00;1244640.00;50.00
1688;790444.00;1244600.00;30.00
1689;792322.00;1244140.00;30.00
1690;793074.00;1244400.00;50.00
1691;792974.00;1244450.00;30.00
1692;793284.00;1246100.00;50.00
1693;797206.00;1249360.00;30.00
1694;800067.00;1251030.00;30.00
1695;800013.00;1250400.00;50.00
1696;799907.00;1249440.00;50.00
1697;800307.00;1249450.00;30.00
1698;799814.00;1250600.00;30.00
1699;802015.00;1250660.00;40.00
1700;801965.00;1250680.00;40.00
1701;803316.00;1250700.00;30.00
1702;798444.00;1252220.00;50.00
1703;799535.00;1253920.00;50.00
1704;799584.00;1253840.00;50.00
1705;799892.00;1255050.00;50.00
1706;798471.00;1251800.00;30.00
1707;802944.00;1252040.00;50.00
1708;803228.00;1252700.00;50.00
1709;803003.00;1256730.00;100.00
1710;803071.00;1259550.00;20.00
1711;802090.00;1259400.00;50.00
1712;801321.00;1259500.00;50.00
1713;801220.00;1259480.00;50.00
1714;801270.00;1259400.00;50.00
1715;800191.00;1259580.00;50.00
1716;799967.00;1258980.00;50.00
1717;800117.00;1258960.00;100.00
1718;799874.00;1260120.00;30.00
1719;799729.00;1260950.00;30.00
1720;799930.00;1261070.00;30.00
1721;800088.00;1262280.00;30.00
1722;800082.00;1264540.00;10.00
1723;801559.00;1265500.00;30.00
1724;801419.00;1267170.00;30.00
1725;801920.00;1267200.00;30.00
1726;802324.00;1267800.00;30.00
1727;802975.00;1267930.00;30.00
1728;803005.00;1267980.00;30.00
1729;801421.00;1267380.00;30.00
1730;800801.00;1267450.00;30.00
1731;792975.00;1268400.00;30.00
1732;790552.00;1249180.00;50.00
1733;790652.00;1249140.00;50.00
1734;793713.00;1266520.00;50.00
1735;793208.00;1265750.00;50.00
1736;792703.00;1265050.00;50.00
1737;798876.00;1271450.00;50.00
1738;798868.00;1271700.00;100.00
1739;797259.00;1273580.00;70.00
1740;797260.00;1273700.00;100.00
1741;796257.00;1273200.00;70.00
1742;795458.00;1273450.00;50.00
1743;795458.00;1273500.00;50.00
1744;794796.00;1274750.00;50.00
1745;794715.00;1274600.00;50.00
1746;800603.00;1272430.00;100.00
1747;800889.00;1273380.00;50.00
1748;801145.00;1274300.00;50.00
1749;795549.00;1279700.00;70.00
1750;794197.00;1279550.00;70.00
1751;794196.00;1279350.00;70.00
1752;792790.00;1278500.00;50.00
1753;792788.00;1278250.00;50.00
1754;795044.00;1279000.00;70.00
1755;793782.00;1277260.00;50.00
1756;796599.00;1279800.00;50.00
1757;793348.00;1279750.00;50.00
1758;797048.00;1279500.00;70.00
1759;797098.00;1279550.00;70.00
1760;797395.00;1279150.00;100.00
1761;797396.00;1279160.00;50.00
1762;798307.00;1279360.00;70.00
1763;799497.00;1279350.00;50.00
1764;800850.00;1279680.00;50.00
1765;800950.00;1279650.00;30.00
1766;800992.00;1278500.00;50.00
1767;800991.00;1278250.00;30.00
1768;800820.00;1278100.00;50.00
1769;793398.00;1279750.00;50.00
1770;799401.00;1272180.00;20.00
1771;800522.00;1272230.00;30.00
1772;795662.00;1274130.00;50.00
1773;795667.00;1274800.00;50.00
1774;798674.00;1275720.00;70.00
1775;799457.00;1273180.00;50.00
1776;798863.00;1274050.00;70.00
1777;799568.00;1274870.00;50.00
1778;799648.00;1274800.00;70.00
1779;792085.00;1270050.00;30.00
1780;791789.00;1270600.00;30.00
1781;792243.00;1271200.00;30.00
1782;743105.00;1261500.00;70.00
1783;742905.00;1261600.00;50.00
1784;742897.00;1260300.00;30.00
1785;742948.00;1260450.00;15.00
1786;743968.00;1255560.00;50.00
1787;743966.00;1255200.00;20.00
1788;744060.00;1254380.00;15.00
1789;743912.00;1253120.00;100.00
1790;747126.00;1256520.00;15.00
1791;747177.00;1256720.00;30.00
1792;731712.00;1240090.00;7.00
1793;731732.00;1240065.00;7.00
1794;731762.00;1240110.00;7.00
1795;731782.00;1240100.00;7.00
1796;731822.00;1240130.00;7.00
1797;731833.00;1240250.00;7.00
1798;731813.00;1240260.00;7.00
1799;731774.00;1240360.00;7.00
1800;731764.00;1240390.00;7.00
1801;731614.00;1240500.00;7.00
1802;731625.00;1240560.00;11.00
1803;731605.00;1240550.00;5.00
1804;731495.00;1240590.00;7.00
1805;731525.00;1240590.00;7.00
1806;731375.00;1240720.00;7.00
1807;731386.00;1240720.00;7.00
1808;731406.00;1240850.00;7.00
1809;731376.00;1240880.00;7.00
1810;731397.00;1240890.00;7.00
1811;731257.00;1240930.00;5.00
1812;731277.00;1240950.00;5.00
1813;731188.00;1241160.00;7.00
1814;731158.00;1241160.00;7.00
1815;731028.00;1241110.00;7.00
1816;731018.00;1241130.00;7.00
1817;731979.00;1241170.00;7.00
1818;730998.00;1241130.00;7.00
1819;730969.00;1241290.00;7.00
1820;730974.00;1241300.00;7.00
1821;730949.00;1241320.00;7.00
1822;730959.00;1241340.00;7.00
1823;732191.00;1249540.00;5.00
1824;732192.00;1249700.00;7.00
1825;732274.00;1250060.00;7.00
1826;732476.00;1250240.00;7.00
1827;732506.00;1250300.00;7.00
1828;732288.00;1250630.00;7.00
1829;732669.00;1250730.00;7.00
1830;732480.00;1250990.00;7.00
1831;732474.00;1251620.00;7.00
1832;732444.00;1251660.00;7.00
1833;732060.00;1250920.00;7.00
1834;732077.00;1252080.00;7.00
1835;732309.00;1252320.00;7.00
1836;734856.00;1254740.00;7.00
1837;734886.00;1254780.00;3.00
1838;735127.00;1254940.00;5.00
1839;735339.00;1255230.00;5.00
1840;736854.00;1254150.00;7.00
1841;736924.00;1254190.00;7.00
1842;738424.00;1258800.00;7.00
1843;738485.00;1258860.00;7.00
1844;738567.00;1259160.00;7.00
1845;738428.00;1259410.00;7.00
1846;738560.00;1259760.00;7.00
1847;738632.00;1259980.00;7.00
1848;738633.00;1260170.00;7.00
1849;738633.00;1260240.00;7.00
1850;737916.00;1263870.00;7.00
1851;737604.00;1246100.00;7.00
1852;737618.00;1264290.00;7.00
1853;737619.00;1264400.00;7.00
1854;737660.00;1264480.00;7.00
1855;737771.00;1264730.00;7.00
1856;737843.00;1264920.00;7.00
1857;737863.00;1265000.00;7.00
1858;737726.00;1265400.00;7.00
1859;737987.00;1265540.00;10.00
1860;738169.00;1265950.00;10.00
1861;738050.00;1266080.00;7.00
1862;737350.00;1266200.00;7.00
1863;737111.00;1266400.00;5.00
1864;737062.00;1266490.00;7.00
1865;737092.00;1266550.00;7.00
1866;737173.00;1266700.00;3.00
1867;737396.00;1267090.00;7.00
1868;737309.00;1267620.00;7.00
1869;737771.00;1267780.00;7.00
1870;737799.00;1269780.00;7.00
1871;731194.00;1248500.00;7.00
1872;731274.00;1248500.00;7.00
1873;731786.00;1248830.00;5.00
1874;731837.00;1248920.00;5.00
1875;731868.00;1249040.00;7.00
1876;732079.00;1249290.00;5.00
1877;732442.00;1252840.00;5.00
1878;732904.00;1253080.00;5.00
1879;733034.00;1253080.00;3.00
1880;733445.00;1253200.00;3.00
1881;733665.00;1253130.00;7.00
1882;733704.00;1253040.00;5.00
1883;733888.00;1253670.00;5.00
1884;734019.00;1253800.00;5.00
1885;734312.00;1254180.00;5.00
1886;734414.00;1254580.00;5.00
1887;736977.00;1254720.00;5.00
1888;736889.00;1255040.00;5.00
1889;736861.00;1255280.00;3.00
1890;737205.00;1255930.00;7.00
1891;736915.00;1256000.00;5.00
1892;737238.00;1256400.00;5.00
1893;737449.00;1256480.00;3.00
1894;737570.00;1256610.00;3.00
1895;737940.00;1256650.00;3.00
1896;738152.00;1256960.00;3.00
1897;737854.00;1257200.00;5.00
1898;738005.00;1257420.00;7.00
1899;737968.00;1257880.00;5.00
1900;737999.00;1258030.00;5.00
1901;738709.00;1261060.00;5.00
1902;738870.00;1261220.00;7.00
1903;738883.00;1261640.00;7.00
1904;739285.00;1261980.00;5.00
1905;739345.00;1262030.00;5.00
1906;738750.00;1262770.00;5.00
1907;738498.00;1262530.00;5.00
1908;738410.00;1262880.00;7.00
1909;737969.00;1262800.00;7.00
1910;737749.00;1262740.00;5.00
1911;737470.00;1262910.00;5.00
1912;737451.00;1263210.00;5.00
1913;738004.00;1268200.00;5.00
1914;738267.00;1268680.00;10.00
1915;738358.00;1268760.00;3.00
1916;738580.00;1269140.00;7.00
1917;738753.00;1269540.00;10.00
1918;737529.00;1270600.00;7.00
1919;738146.00;1270160.00;5.00
1920;737478.00;1270520.00;5.00
1921;738962.00;1270980.00;5.00
1922;739188.00;1271840.00;5.00
1923;739329.00;1272050.00;5.00
1924;739073.00;1272560.00;7.00
1925;781145.00;1248500.00;30.00
1926;781750.00;1249350.00;30.00
1927;781830.00;1249300.00;30.00
1928;782457.00;1250400.00;50.00
1929;782811.00;1251000.00;30.00
1930;782810.00;1250870.00;30.00
