Sample Number;X;Y;NI
1931;784561.00;1250950.00;20.00
1932;782844.00;1251420.00;30.00
1933;782944.00;1251450.00;30.00
1934;785930.00;1258600.00;40.00
1935;787609.00;1258400.00;30.00
1936;784349.00;1257020.00;30.00
1937;784350.00;1257050.00;50.00
1938;785300.00;1257100.00;30.00
1939;788141.00;1255400.00;30.00
1940;788143.00;1255820.00;30.00
1941;788090.00;1255350.00;20.00
1942;786425.00;1254550.00;30.00
1943;784367.00;1255050.00;40.00
1944;785799.00;1253720.00;30.00
1945;785678.00;1253600.00;30.00
1946;786325.00;1253080.00;30.00
1947;786976.00;1253120.00;40.00
1948;787077.00;1253230.00;40.00
1949;780688.00;1255400.00;50.00
1950;780687.00;1255300.00;50.00
1951;782085.00;1254800.00;40.00
1952;782725.00;1254780.00;30.00
1953;782724.00;1254600.00;50.00
1954;782781.00;1254150.00;50.00
1955;782927.00;1253600.00;50.00
1956;782978.00;1253660.00;70.00
1957;787803.00;1265280.00;30.00
1958;787933.00;1265220.00;50.00
1959;787674.00;1263900.00;40.00
1960;787439.00;1263050.00;50.00
1961;787389.00;1263100.00;50.00
1962;786880.00;1261650.00;50.00
1963;786880.00;1261750.00;50.00
1964;785723.00;1260720.00;50.00
1965;785653.00;1260620.00;50.00
1966;785871.00;1260400.00;50.00
1967;785241.00;1258800.00;50.00
1968;785311.00;1258800.00;50.00
1969;784155.00;1257850.00;50.00
1970;784103.00;1257600.00;40.00
1971;778334.00;1254920.00;50.00
1972;778383.00;1254800.00;30.00
1973;778184.00;1254900.00;50.00
1974;778605.00;1258300.00;50.00
1975;784630.00;1249200.00;30.00
1976;785198.00;1248820.00;30.00
1977;786700.00;1249000.00;20.00
1978;786972.00;1249240.00;50.00
1979;787955.00;1249660.00;20.00
1980;786897.00;1248500.00;50.00
1981;781635.00;1246860.00;50.00
1982;783239.00;1247400.00;30.00
1983;784197.00;1247120.00;30.00
1984;784258.00;1247200.00;30.00
1985;784032.00;1246300.00;30.00
1986;785036.00;1246800.00;30.00
1987;786042.00;1244480.00;30.00
1988;787383.00;1246200.00;30.00
1989;786096.00;1246800.00;30.00
1990;781024.00;1248380.00;30.00
1991;780929.00;1246040.00;30.00
1992;780534.00;1246880.00;20.00
1993;780086.00;1245600.00;50.00
1994;780206.00;1245600.00;30.00
1995;780124.00;1245300.00;20.00
1996;779426.00;1245700.00;50.00
1997;783698.00;1248850.00;30.00
1998;774534.00;1255300.00;50.00
1999;777030.00;1254400.00;30.00
2000;777080.00;1254420.00;30.00
2001;777676.00;1253780.00;30.00
2002;777820.00;1252700.00;30.00
2003;777914.00;1251800.00;30.00
2004;776902.00;1254760.00;30.00
2005;781148.00;1256920.00;50.00
2006;781096.00;1256680.00;50.00
2007;782113.00;1259300.00;30.00
2008;777943.00;1256380.00;20.00
2009;776234.00;1255180.00;20.00
2010;775534.00;1255210.00;20.00
2011;783721.00;1257250.00;20.00
2012;782260.00;1266620.00;20.00
2013;769233.00;1268100.00;100.00
2014;769289.00;1256450.00;30.00
2015;769908.00;1259350.00;50.00
2016;770057.00;1259250.00;50.00
2017;770058.00;1259350.00;50.00
2018;771907.00;1243150.00;30.00
2019;771907.00;1243200.00;30.00
2020;771462.00;1242320.00;30.00
2021;771462.00;1242380.00;50.00
2022;771119.00;1241880.00;50.00
2023;767626.00;1246500.00;20.00
2024;768324.00;1246100.00;20.00
2025;768673.00;1245900.00;30.00
2026;769418.00;1245150.00;30.00
2027;769368.00;1245130.00;30.00
2028;765238.00;1240600.00;50.00
2029;764891.00;1241200.00;50.00
2030;764841.00;1241100.00;30.00
2031;772464.00;1244250.00;50.00
2032;772514.00;1244220.00;30.00
2033;763824.00;1241650.00;30.00
2034;763066.00;1243700.00;50.00
2035;763206.00;1243700.00;50.00
2036;762457.00;1242300.00;50.00
2037;761341.00;1241500.00;30.00
2038;761239.00;1241200.00;30.00
2039;761186.00;1240680.00;30.00
2040;761354.00;1241950.00;50.00
2041;772568.00;1244800.00;50.00
2042;771817.00;1244800.00;30.00
2043;771550.00;1245200.00;50.00
2044;771147.00;1241500.00;50.00
2045;771147.00;1241550.00;50.00
2046;771456.00;1251050.00;30.00
2047;771004.00;1250750.00;30.00
2048;771104.00;1250650.00;30.00
2049;770438.00;1248150.00;30.00
2050;770643.00;1252250.00;50.00
2051;767856.00;1251380.00;50.00
2052;766706.00;1254650.00;70.00
2053;767338.00;1253330.00;50.00
2054;766298.00;1254900.00;50.00
2055;765565.00;1253000.00;50.00
2056;765156.00;1251600.00;50.00
2057;765178.00;1251850.00;50.00
2058;764013.00;1255900.00;50.00
2059;764845.00;1257700.00;50.00
2060;764825.00;1257750.00;50.00
2061;765054.00;1259100.00;50.00
2062;760414.00;1253300.00;50.00
2063;760657.00;1252050.00;50.00
2064;761948.00;1250500.00;20.00
2065;771108.00;1251400.00;50.00
2066;771012.00;1251950.00;50.00
2067;763631.00;1255630.00;50.00
2068;763570.00;1253970.00;50.00
2069;762345.00;1258000.00;50.00
2070;760067.00;1250500.00;50.00
2071;759997.00;1250550.00;30.00
2072;760556.00;1251950.00;50.00
2073;762094.00;1249950.00;50.00
2074;763040.00;1249100.00;50.00
2075;761986.00;1248700.00;30.00
2076;760411.00;1247900.00;30.00
2077;761972.00;1254350.00;50.00
2078;775534.00;1255150.00;30.00
2079;775376.00;1253850.00;20.00
2080;775455.00;1253800.00;20.00
2081;777656.00;1253800.00;15.00
2082;779721.00;1252730.00;20.00
2083;779670.00;1252650.00;30.00
2084;780313.00;1256250.00;30.00
2085;780273.00;1256250.00;30.00
2086;779320.00;1257400.00;30.00
2087;775091.00;1256380.00;30.00
2088;775141.00;1256300.00;30.00
2089;774389.00;1256080.00;30.00
2090;779088.00;1255550.00;30.00
2091;774972.00;1256400.00;30.00
2092;780637.00;1255220.00;30.00
2093;767195.00;1241570.00;50.00
2094;765959.00;1242280.00;30.00
2095;764736.00;1242000.00;50.00
2096;764761.00;1242800.00;30.00
2097;768733.00;1249180.00;50.00
2098;768743.00;1249120.00;50.00
2099;768582.00;1247480.00;50.00
2100;764233.00;1244700.00;30.00
2101;764031.00;1244420.00;30.00
2102;764118.00;1245530.00;50.00
2103;763107.00;1245400.00;30.00
2104;762946.00;1245300.00;30.00
2105;763018.00;1245680.00;50.00
2106;761834.00;1245160.00;50.00
2107;761893.00;1245000.00;50.00
2108;764103.00;1243200.00;50.00
2109;762405.00;1246900.00;30.00
2110;762656.00;1246950.00;50.00
2111;762707.00;1247050.00;50.00
2112;760211.00;1252750.00;50.00
2113;759208.00;1252450.00;20.00
2114;759056.00;1252050.00;50.00
2115;773222.00;1245500.00;30.00
2116;772703.00;1247240.00;30.00
2117;772702.00;1247120.00;30.00
2118;785898.00;1240750.00;30.00
2119;784423.00;1240780.00;30.00
2120;784373.00;1240780.00;30.00
2121;784709.00;1242575.00;20.00
2122;784629.00;1242600.00;30.00
2123;781631.00;1243875.00;30.00
2124;787222.00;1241260.00;20.00
2125;780881.00;1246300.00;30.00
2126;782671.00;1240525.00;20.00
2127;779796.00;1240750.00;30.00
2128;782350.00;1241300.00;30.00
2129;781654.00;1241925.00;20.00
2130;781654.00;1241850.00;20.00
2131;780854.00;1241950.00;30.00
2132;779778.00;1241950.00;30.00
2133;779758.00;1242660.00;20.00
2134;778665.00;1243875.00;20.00
2135;776397.00;1245223.00;30.00
2136;777297.00;1245125.00;30.00
2137;777150.00;1245700.00;20.00
2138;775482.00;1246800.00;20.00
2139;776146.00;1246650.00;20.00
2140;774762.00;1247680.00;30.00
2141;773773.00;1249600.00;30.00
2142;773770.00;1249070.00;30.00
2143;774638.00;1247925.00;20.00
2144;774626.00;1246000.00;20.00
2145;780124.00;1245300.00;30.00
2146;777943.00;1248475.00;30.00
2147;778095.00;1248725.00;20.00
2148;777208.00;1247650.00;30.00
2149;775426.00;1249875.00;20.00
2150;777203.00;1242150.00;50.00
2151;776311.00;1243375.00;30.00
2152;775171.00;1245125.00;50.00
2153;773648.00;1241600.00;30.00
2154;777350.00;1241500.00;30.00
2155;773666.00;1240350.00;30.00
2156;759826.00;1255150.00;30.00
2157;759851.00;1255175.00;30.00
2159;773103.00;1250450.00;50.00
2160;774862.00;1251750.00;30.00
2161;774912.00;1251700.00;30.00
2162;771209.00;1251500.00;30.00
2163;772514.00;1252180.00;50.00
2164;772474.00;1252180.00;50.00
2165;770826.00;1254300.00;30.00
2166;772227.00;1254260.00;50.00
2167;771141.00;1255100.00;50.00
2168;772792.00;1256700.00;30.00
2169;773348.00;1257580.00;30.00
2170;773198.00;1257600.00;30.00
2171;772705.00;1258700.00;30.00
2172;772555.00;1258700.00;30.00
2173;772440.00;1256300.00;50.00
2174;771491.00;1256650.00;20.00
2175;770683.00;1255450.00;20.00
2176;778651.00;1257650.00;30.00
2177;778501.00;1257600.00;50.00
2178;767856.00;1259250.00;30.00
2179;767856.00;1259300.00;30.00
2180;768233.00;1255650.00;30.00
2181;773701.00;1257950.00;50.00
2182;774252.00;1258150.00;30.00
2183;774304.00;1258350.00;30.00
2184;774384.00;1258350.00;30.00
2185;774855.00;1258550.00;30.00
2186;775107.00;1258900.00;30.00
2187;775658.00;1258950.00;30.00
2188;776757.00;1258700.00;30.00
2189;776808.00;1258800.00;30.00
2190;776459.00;1259080.00;30.00
2191;759144.00;1258200.00;30.00
2192;759195.00;1258230.00;30.00
2193;760456.00;1259950.00;50.00
2194;759714.00;1253300.00;30.00
2195;759515.00;1253500.00;30.00
2196;783895.00;1268920.00;200.00
2197;783874.00;1268840.00;50.00
2198;784262.00;1266910.00;150.00
2199;784220.00;1266620.00;70.00
2200;783736.00;1266000.00;70.00
2201;784767.00;1264450.00;150.00
2202;782375.00;1264340.00;150.00
2203;781742.00;1263830.00;150.00
2204;781820.00;1263600.00;150.00
2205;782155.00;1262840.00;100.00
2206;782175.00;1264380.00;150.00
2207;778712.00;1268860.00;150.00
2208;778713.00;1268920.00;200.00
2209;776893.00;1268340.00;200.00
2210;776908.00;1268320.00;150.00
2211;776213.00;1267510.00;100.00
2212;777913.00;1262700.00;100.00
2213;777433.00;1262760.00;200.00
2214;778275.00;1263100.00;200.00
2215;773568.00;1263800.00;300.00
2216;773567.00;1263740.00;150.00
2217;775004.00;1264640.00;150.00
2218;775368.00;1265310.00;200.00
2219;775242.00;1264350.00;200.00
2220;765339.00;1264580.00;150.00
2221;765318.00;1264560.00;150.00
2222;767951.00;1263180.00;150.00
2223;768011.00;1263230.00;150.00
2224;767552.00;1263380.00;150.00
2225;770645.00;1265160.00;150.00
2226;771607.00;1267000.00;70.00
2227;771858.00;1268480.00;100.00
2228;772378.00;1268700.00;150.00
2229;771869.00;1268800.00;150.00
2230;761544.00;1265820.00;50.00
2231;761504.00;1265780.00;100.00
2232;761815.00;1267500.00;150.00
2233;761272.00;1270150.00;100.00
2234;778331.00;1270180.00;100.00
2235;777895.00;1263000.00;70.00
2236;774387.00;1268300.00;70.00
2237;763598.00;1261510.00;150.00
2238;762819.00;1261730.00;150.00
2239;761689.00;1261820.00;100.00
2240;758528.00;1260320.00;50.00
2241;768290.00;1256700.00;200.00
2242;788076.00;1268900.00;30.00
2243;786322.00;1268350.00;50.00
2244;786223.00;1268400.00;50.00
2245;784263.00;1267100.00;30.00
2246;784113.00;1267100.00;100.00
2247;779257.00;1266400.00;100.00
2248;779207.00;1266450.00;100.00
2249;777501.00;1265650.00;70.00
2250;776747.00;1265000.00;100.00
2251;781869.00;1260200.00;70.00
2252;780429.00;1261900.00;100.00
2253;780379.00;1261900.00;100.00
2254;780532.00;1262400.00;100.00
2255;779235.00;1262900.00;100.00
2256;783458.00;1266250.00;100.00
2257;783102.00;1265400.00;100.00
2258;775641.00;1264150.00;100.00
2259;773529.00;1262450.00;70.00
2260;775058.00;1266900.00;200.00
2261;774213.00;1267750.00;100.00
2262;765408.00;1267600.00;30.00
2263;768307.00;1267250.00;200.00
2264;768407.00;1267250.00;150.00
2265;767567.00;1268900.00;150.00
2266;763607.00;1267650.00;100.00
2267;765111.00;1268100.00;100.00
2268;765062.00;1268350.00;100.00
2269;781841.00;1263700.00;150.00
2270;775407.00;1266700.00;100.00
2271;759484.00;1264350.00;30.00
2272;761369.00;1261800.00;50.00
2273;772222.00;1261500.00;100.00
2274;772915.00;1260250.00;150.00
2275;769665.00;1268300.00;50.00
2276;769683.00;1271150.00;150.00
2277;767657.00;1275100.00;100.00
2278;767707.00;1275100.00;100.00
2279;768111.00;1275700.00;100.00
2280;769016.00;1276400.00;150.00
2281;766899.00;1273850.00;150.00
2282;766849.00;1273850.00;150.00
2283;766238.00;1272300.00;100.00
2284;766288.00;1272300.00;100.00
2285;765176.00;1270500.00;100.00
2286;764976.00;1270500.00;20.00
2287;764368.00;1277000.00;150.00
2288;764218.00;1277000.00;150.00
2289;763758.00;1275600.00;100.00
2290;763602.00;1274600.00;100.00
2291;763701.00;1274500.00;150.00
2292;762291.00;1273050.00;150.00
2293;762191.00;1273080.00;100.00
2294;761403.00;1274950.00;100.00
2295;761302.00;1274900.00;100.00
2296;761109.00;1276000.00;50.00
2297;760960.00;1276100.00;150.00
2298;761681.00;1271500.00;100.00
2299;761630.00;1271450.00;30.00
2300;760086.00;1272400.00;30.00
2301;761988.00;1272600.00;150.00
2302;761888.00;1272550.00;30.00
2303;785934.00;1268670.00;30.00
2304;785173.00;1274820.00;50.00
2305;784206.00;1273760.00;70.00
2306;784457.00;1273880.00;70.00
2307;784717.00;1273880.00;70.00
2308;783535.00;1274320.00;100.00
2309;783511.00;1274560.00;50.00
2310;779028.00;1272800.00;50.00
2311;779989.00;1271430.00;50.00
2312;778310.00;1272460.00;100.00
2313;775046.00;1271200.00;70.00
2314;772587.00;1276240.00;150.00
2315;772253.00;1274040.00;70.00
2316;772032.00;1273950.00;70.00
2317;772725.00;1272820.00;100.00
2318;769723.00;1271130.00;150.00
2319;769683.00;1271180.00;70.00
2320;769351.00;1272410.00;70.00
2321;769619.00;1270500.00;70.00
2322;777085.00;1271000.00;70.00
2323;773828.00;1271600.00;70.00
2324;779531.00;1273210.00;70.00
2325;783940.00;1269650.00;50.00
2326;784025.00;1270500.00;50.00
2327;784088.00;1271000.00;50.00
2328;783945.00;1270560.00;100.00
2329;783945.00;1270560.00;100.00
2330;783638.00;1278650.00;70.00
2331;784533.00;1277900.00;30.00
2332;784480.00;1277450.00;70.00
2333;783688.00;1278750.00;70.00
2334;781634.00;1278200.00;100.00
2335;780828.00;1277300.00;70.00
2336;780326.00;1277100.00;100.00
2337;780823.00;1276650.00;70.00
2338;781342.00;1279400.00;150.00
2339;780837.00;1278750.00;70.00
2340;780778.00;1277400.00;100.00
2341;779214.00;1275250.00;100.00
2342;778665.00;1275550.00;70.00
2343;777157.00;1274400.00;100.00
2344;779221.00;1276300.00;100.00
2345;776449.00;1273200.00;50.00
2346;773888.00;1271650.00;100.00
2347;776670.00;1276450.00;100.00
2348;776570.00;1276350.00;200.00
2349;775674.00;1277100.00;200.00
2350;776665.00;1275550.00;100.00
2351;775109.00;1274800.00;200.00
2352;767254.00;1249500.00;30.00
2353;758108.00;1249280.00;100.00
2354;757814.00;1248740.00;100.00
2355;757687.00;1249130.00;70.00
2356;758172.00;1245120.00;300.00
2357;755687.00;1244570.00;100.00
2358;755868.00;1244660.00;300.00
2359;755215.00;1244300.00;50.00
2360;754648.00;1244920.00;100.00
2361;754688.00;1244810.00;70.00
2362;753292.00;1244010.00;70.00
2363;753378.00;1243420.00;100.00
2364;753815.00;1242760.00;100.00
2365;753815.00;1242820.00;100.00
2366;752305.00;1244670.00;100.00
2367;751882.00;1244120.00;100.00
2368;751824.00;1242880.00;100.00
2369;751303.00;1244450.00;70.00
2370;753069.00;1245100.00;100.00
2371;753224.00;1244360.00;100.00
2372;751909.00;1245210.00;200.00
2374;750510.00;1245580.00;100.00
2375;750311.00;1245810.00;200.00
2376;751809.00;1245380.00;100.00
2377;751764.00;1247680.00;200.00
2378;751443.00;1247660.00;100.00
2379;751168.00;1246740.00;150.00
2380;751128.00;1246740.00;150.00
2381;750946.00;1246530.00;100.00
2382;750503.00;1246060.00;50.00
2383;749711.00;1245900.00;70.00
2384;749550.00;1245750.00;200.00
2385;749229.00;1245550.00;70.00
2386;748006.00;1245300.00;100.00
2387;748011.00;1246000.00;100.00
2388;747851.00;1246125.00;100.00
2389;747892.00;1246260.00;100.00
2390;747436.00;1243620.00;100.00
2391;746982.00;1243160.00;100.00
2392;746659.00;1242700.00;100.00
2393;746491.00;1242940.00;30.00
2394;746308.00;1242550.00;100.00
2395;749115.00;1241790.00;100.00
2396;747742.00;1241460.00;70.00
2397;747803.00;1241570.00;70.00
2398;747112.00;1241470.00;70.00
2399;746035.00;1242020.00;70.00
2400;746064.00;1241960.00;20.00
2401;745767.00;1242440.00;200.00
2402;744659.00;1242830.00;50.00
2403;744893.00;1243460.00;70.00
2404;744505.00;1243880.00;70.00
2405;744216.00;1244120.00;70.00
2406;744192.00;1241800.00;70.00
2407;750787.00;1240180.00;70.00
2408;751178.00;1240440.00;70.00
2409;748711.00;1254000.00;200.00
2410;749516.00;1253080.00;200.00
2411;750659.00;1253500.00;30.00
2412;747196.00;1251800.00;300.00
2413;746244.00;1251500.00;300.00
2414;746649.00;1252300.00;100.00
2415;747151.00;1252580.00;200.00
2416;748762.00;1254060.00;50.00
2417;749307.00;1254900.00;100.00
2418;754119.00;1254700.00;50.00
2419;754038.00;1254560.00;50.00
2420;753064.00;1254000.00;50.00
2421;751865.00;1254300.00;50.00
2422;751129.00;1254950.00;50.00
2423;750908.00;1254840.00;50.00
2424;750528.00;1254800.00;50.00
2425;747556.00;1253280.00;300.00
2426;747014.00;1253080.00;100.00
2427;746230.00;1252500.00;30.00
2428;746075.00;1256500.00;50.00
2429;745047.00;1252100.00;50.00
2430;745167.00;1252150.00;100.00
2431;744008.00;1253950.00;100.00
2432;743806.00;1255320.00;100.00
2433;743719.00;1255800.00;30.00
2434;743816.00;1256860.00;30.00
2435;743736.00;1256840.00;200.00
2436;754031.00;1248600.00;200.00
2437;753930.00;1248500.00;100.00
2438;754033.00;1249000.00;100.00
2439;752638.00;1249900.00;100.00
2440;752638.00;1249800.00;100.00
2441;751037.00;1249900.00;100.00
2442;750341.00;1250550.00;100.00
2443;750391.00;1250600.00;30.00
2444;749134.00;1249650.00;100.00
2445;748434.00;1249650.00;100.00
2446;748434.00;1249700.00;100.00
2447;746832.00;1249600.00;70.00
2448;750908.00;1254840.00;50.00
2449;758900.00;1265440.00;50.00
2450;748347.00;1267600.00;100.00
2451;748477.00;1265940.00;50.00
2452;748386.00;1265840.00;30.00
2453;748505.00;1265720.00;30.00
2454;748455.00;1265670.00;10.00
2455;750415.00;1262310.00;50.00
2456;750114.00;1262230.00;30.00
2457;749122.00;1261910.00;100.00
2458;751840.00;1269170.00;100.00
2459;752709.00;1265100.00;50.00
2460;731003.00;1243660.00;200.00
2461;730729.00;1244640.00;200.00
2462;730809.00;1244640.00;30.00
2463;731668.00;1247560.00;100.00
2464;731728.00;1247560.00;30.00
2465;732015.00;1248560.00;30.00
2466;732152.00;1248120.00;50.00
2467;733214.00;1248280.00;100.00
2468;732119.00;1249160.00;30.00
2469;732364.00;1250000.00;30.00
2470;733280.00;1252380.00;50.00
2471;733280.00;1252380.00;30.00
2472;731490.00;1252720.00;30.00
2473;731490.00;1252720.00;50.00
2474;730038.00;1252580.00;150.00
2475;731364.00;1253350.00;100.00
2476;731597.00;1253700.00;30.00
2477;731566.00;1253640.00;30.00
2478;730829.00;1254250.00;30.00
2479;744146.00;1252000.00;30.00
2480;744046.00;1252000.00;20.00
2481;744046.00;1252040.00;30.00
2482;743396.00;1252160.00;50.00
2483;743386.00;1252200.00;20.00
2484;743265.00;1242460.00;30.00
2485;743150.00;1252880.00;30.00
2486;742853.00;1253300.00;30.00
2487;742813.00;1253330.00;30.00
2488;742753.00;1253280.00;20.00
2489;742878.00;1247680.00;5.00
2490;742616.00;1243480.00;20.00
2491;742742.00;1243500.00;30.00
2492;741879.00;1244840.00;20.00
2493;742069.00;1244760.00;20.00
2494;742000.00;1244900.00;30.00
2495;741218.00;1244800.00;30.00
2496;741178.00;1244800.00;30.00
2497;739399.00;1245120.00;30.00
2498;739399.00;1245060.00;30.00
2499;742110.00;1242500.00;30.00
2500;742084.00;1242400.00;30.00
2501;759218.00;1252460.00;30.00
2502;759138.00;1252400.00;30.00
2503;758124.00;1250250.00;30.00
2504;759681.00;1243240.00;20.00
2505;759721.00;1243220.00;30.00
2506;758697.00;1242620.00;30.00
2507;758736.00;1242540.00;50.00
2508;757916.00;1242640.00;30.00
2509;730549.00;1242940.00;20.00
2510;730937.00;1242660.00;30.00
2511;731358.00;1242770.00;20.00
2512;731389.00;1242850.00;20.00
2513;731311.00;1240080.00;20.00
2514;731466.00;1240860.00;100.00
2515;731517.00;1240920.00;30.00
2516;731158.00;1241200.00;30.00
2517;732160.00;1241280.00;100.00
2518;730990.00;1241530.00;30.00
2519;731892.00;1240160.00;30.00
2520;735222.00;1241200.00;20.00
2521;735666.00;1240290.00;30.00
2522;735776.00;1240220.00;30.00
2523;735207.00;1240450.00;30.00
2524;734078.00;1240700.00;30.00
2525;735323.00;1241460.00;20.00
2526;735865.00;1241610.00;30.00
2527;735836.00;1241780.00;30.00
2528;735577.00;1242040.00;20.00
2529;734948.00;1242250.00;20.00
2530;735000.00;1242590.00;30.00
2531;736497.00;1241840.00;20.00
2532;736386.00;1241700.00;15.00
2533;737927.00;1241660.00;10.00
2534;738082.00;1242520.00;15.00
2535;738586.00;1241510.00;15.00
2536;738846.00;1241450.00;15.00
2537;738991.00;1240560.00;15.00
2538;738931.00;1240680.00;15.00
2539;737943.00;1242770.00;15.00
2540;736647.00;1241840.00;15.00
2541;737638.00;1248340.00;10.00
2542;737674.00;1247770.00;15.00
2543;737543.00;1247555.00;15.00
2544;737550.00;1247170.00;15.00
2545;737728.00;1246780.00;15.00
2546;737905.00;1246230.00;15.00
2547;737070.00;1245560.00;15.00
2548;737197.00;1245070.00;15.00
2549;737174.00;1244570.00;15.00
2550;737252.00;1244230.00;15.00
2551;737160.00;1244010.00;15.00
2552;736212.00;1244450.00;15.00
2553;736113.00;1244500.00;15.00
2554;737088.00;1243620.00;20.00
2555;737207.00;1243480.00;15.00
2556;737201.00;1242460.00;10.00
2557;736278.00;1242080.00;10.00
2558;744463.00;1245180.00;10.00
2559;744924.00;1245320.00;15.00
2560;743983.00;1245140.00;20.00
2561;743902.00;1245100.00;15.00
2562;732678.00;1242600.00;30.00
2563;732729.00;1242650.00;20.00
2564;732780.00;1242900.00;30.00
2565;733042.00;1244800.00;20.00
2566;733192.00;1244800.00;20.00
2567;733252.00;1244800.00;30.00
2568;735101.00;1246000.00;50.00
2569;735161.00;1247600.00;30.00
2570;735255.00;1246600.00;20.00
2571;737113.00;1247600.00;30.00
2572;737119.00;1248600.00;50.00
2573;735255.00;1246600.00;30.00
2574;744294.00;1251750.00;30.00
2575;744741.00;1251200.00;30.00
2576;744538.00;1250700.00;50.00
2577;745187.00;1250550.00;50.00
2578;745237.00;1250470.00;20.00
2579;745287.00;1250520.00;30.00
2580;742114.00;1247250.00;10.00
2581;742065.00;1247280.00;30.00
2582;742259.00;1247980.00;5.00
2583;741021.00;1248450.00;30.00
2584;740871.00;1248400.00;30.00
2585;740921.00;1248440.00;20.00
2586;740669.00;1248200.00;5.00
2587;740040.00;1248400.00;50.00
2588;739561.00;1248650.00;30.00
2589;740557.00;1246200.00;20.00
2590;740557.00;1246200.00;30.00
2591;742233.00;1242200.00;30.00
2592;742730.00;1241650.00;30.00
2593;741120.00;1240150.00;50.00
2594;741169.00;1240100.00;50.00
2595;741169.00;1240100.00;30.00
2596;758907.00;1268000.00;30.00
2597;758709.00;1260500.00;30.00
2598;757496.00;1258600.00;50.00
2599;756587.00;1257250.00;30.00
2600;742265.00;1278750.00;30.00
2601;742215.00;1278800.00;15.00
2602;743165.00;1278700.00;15.00
2603;743215.00;1278700.00;15.00
2604;744267.00;1278850.00;15.00
2605;756063.00;1269300.00;20.00
2606;755023.00;1270900.00;20.00
2607;742256.00;1277300.00;15.00
2608;744253.00;1276700.00;30.00
2609;741668.00;1271600.00;15.00
2610;744080.00;1273100.00;30.00
2611;746529.00;1272650.00;15.00
2612;746378.00;1272650.00;30.00
2613;748152.00;1268350.00;15.00
2614;749075.00;1271800.00;20.00
2615;751322.00;1271100.00;20.00
2616;750626.00;1271850.00;15.00
2617;751326.00;1271750.00;20.00
2618;751275.00;1271650.00;15.00
2619;751155.00;1268550.00;30.00
2620;752822.00;1271050.00;30.00
2621;752773.00;1271100.00;30.00
2622;752993.00;1274150.00;20.00
2623;753044.00;1274300.00;20.00
2624;754213.00;1277250.00;15.00
2625;751392.00;1274250.00;5.00
2626;751343.00;1274350.00;15.00
2627;749737.00;1273650.00;15.00
2628;749787.00;1273600.00;20.00
2629;751238.00;1273550.00;30.00
2630;749149.00;1275600.00;15.00
2631;752253.00;1275800.00;70.00
2632;752306.00;1276250.00;15.00
2633;755894.00;1274100.00;70.00
2634;756141.00;1273550.00;20.00
2635;756199.00;1274850.00;20.00
2636;757440.00;1273250.00;30.00
2637;752926.00;1271600.00;20.00
2638;756829.00;1271600.00;30.00
2639;756702.00;1267400.00;20.00
2640;756003.00;1267700.00;15.00
2641;753702.00;1267750.00;15.00
2642;752553.00;1268100.00;15.00
2643;751904.00;1268300.00;30.00
2644;750607.00;1268800.00;50.00
2645;749259.00;1269300.00;15.00
2646;752194.00;1266600.00;20.00
2647;756202.00;1267600.00;20.00
2648;744010.00;1270100.00;150.00
2649;737292.00;1252320.00;20.00
2650;738385.00;1251040.00;20.00
2651;739331.00;1250300.00;30.00
2652;734591.00;1250900.00;20.00
2653;733664.00;1253000.00;20.00
2654;737004.00;1254150.00;20.00
2655;737399.00;1253360.00;20.00
2656;737448.00;1253250.00;20.00
2657;737630.00;1256600.00;20.00
2658;737461.00;1263200.00;20.00
2659;730116.00;1264840.00;30.00
2660;730069.00;1265300.00;50.00
2661;730058.00;1265200.00;30.00
2662;730834.00;1264500.00;20.00
2663;731204.00;1262900.00;20.00
2664;731195.00;1261460.00;30.00
2665;731332.00;1260950.00;20.00
2666;731392.00;1260880.00;30.00
2667;731371.00;1260800.00;30.00
2668;731585.00;1259750.00;30.00
2669;731731.00;1259150.00;30.00
2670;731481.00;1259100.00;30.00
2671;731580.00;1259000.00;20.00
2672;734923.00;1265350.00;30.00
2673;734823.00;1265300.00;50.00
2674;735189.00;1266250.00;30.00
2675;735430.00;1266350.00;100.00
2676;735430.00;1266300.00;100.00
2677;737038.00;1267400.00;50.00
2678;735449.00;1274062.00;50.00
2679;737146.00;1274950.00;30.00
2680;737111.00;1274955.00;30.00
2681;736999.00;1276925.00;30.00
2682;736204.00;1277710.00;50.00
2683;736153.00;1277675.00;30.00
2684;730194.00;1273825.00;30.00
2685;730485.00;1273950.00;70.00
2686;753385.00;1261250.00;50.00
2687;750896.00;1259300.00;150.00
2688;737610.00;1255100.00;30.00
2689;741252.00;1253350.00;30.00
2690;741402.00;1253350.00;30.00
2691;735372.00;1249350.00;30.00
2692;735035.00;1259350.00;30.00
2693;735134.00;1259200.00;30.00
2694;736143.00;1260500.00;30.00
2695;737759.00;1262750.00;30.00
2696;737461.00;1263200.00;50.00
2697;737330.00;1266200.00;30.00
2698;734271.00;1265050.00;30.00
2699;733770.00;1264950.00;30.00
2700;732114.00;1264300.00;30.00
2701;730517.00;1264950.00;70.00
2702;730080.00;1267000.00;50.00
2703;730836.00;1267900.00;30.00
2704;730937.00;1268000.00;30.00
2705;733996.00;1269000.00;50.00
2706;734047.00;1269200.00;30.00
2707;735198.00;1269200.00;30.00
2708;736495.00;1268650.00;30.00
2709;736496.00;1268750.00;30.00
